payment_id,customer_id,rental_id,amount,payment_date
18402,582,1719,2.99,2017-02-16
18403,582,2337,7.99,2017-02-18
18404,582,3071,0.99,2017-02-20
18405,583,1428,3.99,2017-02-15
18406,583,2429,9.99,2017-02-18
18407,583,2663,4.99,2017-02-19
18408,583,2845,5.99,2017-02-19
18409,583,2879,3.99,2017-02-19
18410,583,3424,0.99,2017-02-21
18411,584,1436,3.99,2017-02-15
18412,584,3317,6.99,2017-02-21
18413,585,1344,0.99,2017-02-15
18414,585,1346,7.99,2017-02-15
18415,585,2674,0.99,2017-02-19
18416,585,2930,3.99,2017-02-20
18417,586,1260,2.99,2017-02-15
18418,586,1540,0.99,2017-02-15
18419,587,1330,2.99,2017-02-15
18420,587,2034,4.99,2017-02-17
18421,587,2220,2.99,2017-02-18
18422,587,2329,4.99,2017-02-18
18423,588,1885,2.99,2017-02-17
18424,588,1903,6.99,2017-02-17
18425,588,2270,7.99,2017-02-18
18426,588,2453,2.99,2017-02-18
18427,588,2920,3.99,2017-02-20
18428,589,1439,4.99,2017-02-15
18429,589,1703,4.99,2017-02-16
18430,589,2652,8.99,2017-02-19
18431,589,2707,8.99,2017-02-19
18432,589,2979,2.99,2017-02-20
18433,590,1456,7.99,2017-02-15
18434,590,2352,2.99,2017-02-18
18435,590,2775,2.99,2017-02-19
18436,590,2916,6.99,2017-02-20
18437,590,2964,9.99,2017-02-20
18438,591,1418,0.99,2017-02-15
18439,591,3341,2.99,2017-02-21
18440,591,3435,4.99,2017-02-21
18441,592,1163,6.99,2017-02-14
18442,592,1423,5.99,2017-02-15
18443,592,1479,2.99,2017-02-15
18444,592,2627,0.99,2017-02-19
18445,592,3158,7.99,2017-02-20
18446,593,2055,5.99,2017-02-17
18447,593,2205,4.99,2017-02-18
18448,593,2441,4.99,2017-02-18
18449,593,2832,4.99,2017-02-19
18450,594,1537,5.99,2017-02-15
18451,594,1816,4.99,2017-02-16
18452,594,1950,2.99,2017-02-17
18453,594,2276,6.99,2017-02-18
18454,594,2786,0.99,2017-02-19
18455,594,3302,1.99,2017-02-21
18456,595,1170,2.99,2017-02-14
18457,595,3371,4.99,2017-02-21
18458,596,1644,1.99,2017-02-16
18459,596,2767,1.99,2017-02-19
18460,597,2379,0.99,2017-02-18
18461,597,2696,4.99,2017-02-19
18462,597,3201,1.99,2017-02-20
18463,598,3005,2.99,2017-02-20
18464,599,2272,1.99,2017-02-18
18465,599,3043,6.99,2017-02-20
18466,599,3398,4.99,2017-02-21
18467,599,3429,6.99,2017-02-21
18468,202,1474,2.99,2017-02-15
18469,202,1535,4.99,2017-02-15
18470,202,3008,0.99,2017-02-20
18471,202,3148,0.99,2017-02-20
18472,203,1217,4.99,2017-02-15
18473,203,1715,2.99,2017-02-16
18474,203,2939,7.99,2017-02-20
18475,203,3406,2.99,2017-02-21
18476,204,1321,2.99,2017-02-15
18477,204,1616,7.99,2017-02-16
18478,204,1871,4.99,2017-02-17
18479,204,1894,7.99,2017-02-17
18480,204,2186,2.99,2017-02-17
18481,204,2734,4.99,2017-02-19
18482,205,1238,2.99,2017-02-15
18483,205,1357,4.99,2017-02-15
18484,205,1767,0.99,2017-02-16
18485,205,2237,5.99,2017-02-18
18486,206,1872,0.99,2017-02-17
18487,206,2477,5.99,2017-02-18
18488,206,3012,4.99,2017-02-20
18489,207,1945,3.99,2017-02-17
18490,208,1805,0.99,2017-02-16
18491,208,1949,5.99,2017-02-17
18492,208,2592,0.99,2017-02-19
18493,208,2695,2.99,2017-02-19
18494,208,2907,0.99,2017-02-20
18495,1,1185,5.99,2017-02-14
18496,1,1422,0.99,2017-02-15
18497,1,1476,9.99,2017-02-15
18498,1,1725,4.99,2017-02-16
18499,1,2308,4.99,2017-02-18
18500,1,2363,0.99,2017-02-18
18501,1,3284,3.99,2017-02-21
18502,2,2128,2.99,2017-02-17
18503,3,1546,8.99,2017-02-16
18504,3,1726,6.99,2017-02-16
18505,3,1911,6.99,2017-02-17
18506,3,2628,2.99,2017-02-19
18507,4,1297,4.99,2017-02-15
18508,4,1633,0.99,2017-02-16
18509,4,1707,2.99,2017-02-16
18510,4,1735,0.99,2017-02-16
18511,4,2043,0.99,2017-02-17
18512,4,2642,5.99,2017-02-19
18513,5,1502,3.99,2017-02-15
18514,5,1631,2.99,2017-02-16
18515,5,2063,4.99,2017-02-17
18516,5,2570,2.99,2017-02-19
18517,5,3126,4.99,2017-02-20
18518,6,1575,3.99,2017-02-16
18519,6,1841,2.99,2017-02-16
18520,6,1966,0.99,2017-02-17
18521,6,2345,0.99,2017-02-18
18522,7,1810,0.99,2017-02-16
18523,7,2250,2.99,2017-02-18
18524,7,2709,0.99,2017-02-19
18525,7,2888,4.99,2017-02-20
18526,7,3007,0.99,2017-02-20
18527,8,1305,2.99,2017-02-15
18528,8,2095,5.99,2017-02-17
18529,8,3114,4.99,2017-02-20
18530,9,3142,7.99,2017-02-20
18531,9,3262,4.99,2017-02-21
18532,10,1801,4.99,2017-02-16
18533,10,1995,4.99,2017-02-17
18534,10,2222,3.99,2017-02-18
18535,10,2814,0.99,2017-02-19
18536,10,2865,0.99,2017-02-19
18537,11,1470,6.99,2017-02-15
18538,11,1939,7.99,2017-02-17
18539,11,3192,0.99,2017-02-20
18540,12,1752,5.99,2017-02-16
18541,12,2434,5.99,2017-02-18
18542,12,2500,5.99,2017-02-18
18543,12,2623,4.99,2017-02-19
18544,12,3135,2.99,2017-02-20
18545,12,3411,0.99,2017-02-21
18546,13,1933,2.99,2017-02-17
18547,13,2209,4.99,2017-02-18
18548,13,2952,2.99,2017-02-20
18549,13,3047,8.99,2017-02-20
18550,14,1360,4.99,2017-02-15
18551,15,2486,2.99,2017-02-18
18552,15,2937,5.99,2017-02-20
18553,15,3182,0.99,2017-02-20
18554,16,1934,6.99,2017-02-17
18555,16,1944,7.99,2017-02-17
18556,16,2960,7.99,2017-02-20
18557,16,3348,0.99,2017-02-21
18558,17,2175,5.99,2017-02-17
18559,17,2684,8.99,2017-02-19
18560,17,3269,5.99,2017-02-21
18561,18,1451,5.99,2017-02-15
18562,18,1783,4.99,2017-02-16
18563,18,2112,5.99,2017-02-17
18564,18,2990,8.99,2017-02-20
18565,19,2657,2.99,2017-02-19
18566,19,2848,2.99,2017-02-19
18567,19,3423,2.99,2017-02-21
18568,20,1558,0.99,2017-02-16
18569,20,2136,3.99,2017-02-17
18570,20,2343,4.99,2017-02-18
18571,20,3350,4.99,2017-02-21
18572,21,2235,7.99,2017-02-18
18573,21,2268,4.99,2017-02-18
18574,21,2393,2.99,2017-02-18
18575,21,2830,4.99,2017-02-19
18576,21,3212,10.99,2017-02-20
18577,22,3419,2.99,2017-02-21
18578,23,2753,1.99,2017-02-19
18579,23,2827,0.99,2017-02-19
18580,23,3015,5.99,2017-02-20
18581,23,3055,4.99,2017-02-20
18582,23,3461,2.99,2017-02-21
18583,24,1716,2.99,2017-02-16
18584,24,2070,2.99,2017-02-17
18585,24,2116,4.99,2017-02-17
18586,24,2451,5.99,2017-02-18
18587,24,2963,7.99,2017-02-20
18588,25,1338,4.99,2017-02-15
18589,25,1365,2.99,2017-02-15
18590,25,1754,6.99,2017-02-16
18591,25,2625,8.99,2017-02-19
18592,25,2901,4.99,2017-02-20
18593,25,3447,4.99,2017-02-21
18594,26,1440,5.99,2017-02-15
18595,26,1706,4.99,2017-02-16
18596,26,2093,9.99,2017-02-17
18597,26,2416,3.99,2017-02-18
18598,26,2421,6.99,2017-02-18
18599,26,2532,4.99,2017-02-18
18600,26,2745,4.99,2017-02-19
18601,27,1310,4.99,2017-02-15
18602,27,1480,4.99,2017-02-15
18603,27,1699,2.99,2017-02-16
18604,27,1960,3.99,2017-02-17
18605,27,2512,2.99,2017-02-18
18606,27,2815,4.99,2017-02-19
18607,27,3038,1.99,2017-02-20
18608,27,3420,3.99,2017-02-21
18609,28,1240,2.99,2017-02-15
18610,28,1543,4.99,2017-02-15
18611,28,2299,3.99,2017-02-18
18612,28,2604,0.99,2017-02-19
18613,28,3231,0.99,2017-02-21
18614,29,2655,0.99,2017-02-19
18615,29,2673,0.99,2017-02-19
18616,29,2701,7.99,2017-02-19
18617,29,2735,2.99,2017-02-19
18618,29,2801,2.99,2017-02-19
18619,29,2923,2.99,2017-02-20
18620,29,3324,2.99,2017-02-21
18621,30,1874,1.99,2017-02-17
18622,30,1895,2.99,2017-02-17
18623,30,2154,4.99,2017-02-17
18624,30,2730,2.99,2017-02-19
18625,31,1656,4.99,2017-02-16
18626,31,1838,1.99,2017-02-16
18627,31,2233,0.99,2017-02-18
18628,31,2341,6.99,2017-02-18
18629,31,2396,7.99,2017-02-18
18630,31,2438,0.99,2017-02-18
18631,31,2530,0.99,2017-02-18
18632,31,2648,4.99,2017-02-19
18633,31,3117,2.99,2017-02-20
18634,31,3172,1.99,2017-02-20
18635,31,3205,0.99,2017-02-20
18636,32,1887,6.99,2017-02-17
18637,32,2160,0.99,2017-02-17
18638,32,2624,5.99,2017-02-19
18639,32,2891,1.99,2017-02-20
18640,33,1301,10.99,2017-02-15
18641,33,3173,8.99,2017-02-20
18642,34,1900,4.99,2017-02-17
18643,34,2257,5.99,2017-02-18
18644,34,3150,0.99,2017-02-20
18645,35,1579,0.99,2017-02-16
18646,35,1989,2.99,2017-02-17
18647,35,2229,4.99,2017-02-18
18648,35,2231,0.99,2017-02-18
18649,35,2743,2.99,2017-02-19
18650,35,3112,4.99,2017-02-20
18651,36,2741,0.99,2017-02-19
18652,37,1583,4.99,2017-02-16
18653,37,1812,1.99,2017-02-16
18654,37,1854,3.99,2017-02-16
18655,38,1250,2.99,2017-02-15
18656,38,2550,1.99,2017-02-19
18657,38,2605,1.99,2017-02-19
18658,38,3003,4.99,2017-02-20
18659,38,3392,3.99,2017-02-21
18660,39,1625,5.99,2017-02-16
18661,39,1905,4.99,2017-02-17
18662,39,2135,0.99,2017-02-17
18663,39,2439,4.99,2017-02-18
18664,39,2631,4.99,2017-02-19
18665,39,2876,4.99,2017-02-19
18666,40,2470,7.99,2017-02-18
18667,40,2896,2.99,2017-02-20
18668,40,2993,4.99,2017-02-20
18669,40,3428,0.99,2017-02-21
18670,41,2563,4.99,2017-02-19
18671,41,3246,7.99,2017-02-21
18672,42,1534,0.99,2017-02-15
18673,42,2056,2.99,2017-02-17
18674,42,2170,3.99,2017-02-17
18675,42,2302,4.99,2017-02-18
18676,43,1544,4.99,2017-02-15
18677,44,1497,3.99,2017-02-15
18678,44,2369,2.99,2017-02-18
18679,44,2809,3.99,2017-02-19
18680,44,2866,4.99,2017-02-19
18681,45,1806,4.99,2017-02-16
18682,45,1979,2.99,2017-02-17
18683,45,2722,4.99,2017-02-19
18684,45,3391,3.99,2017-02-21
18685,45,3444,0.99,2017-02-21
18686,46,1166,4.99,2017-02-14
18687,46,1214,4.99,2017-02-15
18688,46,2144,0.99,2017-02-17
18689,46,2203,2.99,2017-02-18
18690,46,2965,8.99,2017-02-20
18691,46,2975,4.99,2017-02-20
18692,46,3439,4.99,2017-02-21
18693,47,1882,4.99,2017-02-17
18694,47,2307,6.99,2017-02-18
18695,47,3320,5.99,2017-02-21
18696,48,1689,9.99,2017-02-16
18697,48,2822,0.99,2017-02-19
18698,49,1164,0.99,2017-02-14
18699,49,1237,9.99,2017-02-15
18700,49,1688,0.99,2017-02-16
18701,49,1777,6.99,2017-02-16
18702,49,3235,4.99,2017-02-21
18703,50,1223,2.99,2017-02-15
18704,50,1785,4.99,2017-02-16
18705,50,3000,0.99,2017-02-20
18706,50,3169,2.99,2017-02-20
18707,51,1373,1.99,2017-02-15
18708,51,1477,0.99,2017-02-15
18709,52,1196,4.99,2017-02-15
18710,52,2232,0.99,2017-02-18
18711,52,2862,2.99,2017-02-19
18712,52,3196,4.99,2017-02-20
18713,53,1964,0.99,2017-02-17
18714,53,2388,2.99,2017-02-18
18715,53,2903,2.99,2017-02-20
18716,53,3140,2.99,2017-02-20
18717,53,3244,0.99,2017-02-21
18718,54,1556,4.99,2017-02-16
18719,54,1571,2.99,2017-02-16
18720,54,2323,6.99,2017-02-18
18721,54,2647,4.99,2017-02-19
18722,55,1825,2.99,2017-02-16
18723,55,2062,2.99,2017-02-17
18724,55,2904,2.99,2017-02-20
18725,55,2976,4.99,2017-02-20
18726,55,3149,4.99,2017-02-20
18727,56,1795,6.99,2017-02-16
18728,56,2140,0.99,2017-02-17
18729,56,2485,4.99,2017-02-18
18730,56,2989,0.99,2017-02-20
18731,57,2058,5.99,2017-02-17
18732,57,2105,0.99,2017-02-17
18733,57,2360,4.99,2017-02-18
18734,57,2910,7.99,2017-02-20
18735,57,3357,0.99,2017-02-21
18736,58,2191,4.99,2017-02-18
18737,58,2543,0.99,2017-02-19
18738,58,2906,0.99,2017-02-20
18739,59,1269,2.99,2017-02-15
18740,59,1728,3.99,2017-02-16
18741,59,2921,3.99,2017-02-20
18742,60,1482,4.99,2017-02-15
18743,60,2394,4.99,2017-02-18
18744,62,1241,6.99,2017-02-15
18745,62,1486,0.99,2017-02-15
18746,62,1587,0.99,2017-02-16
18747,62,3021,4.99,2017-02-20
18748,62,3035,5.99,2017-02-20
18749,62,3287,0.99,2017-02-21
18750,62,3327,3.99,2017-02-21
18751,63,1818,0.99,2017-02-16
18752,64,1335,0.99,2017-02-15
18753,64,2060,2.99,2017-02-17
18754,65,2173,7.99,2017-02-17
18755,65,3051,4.99,2017-02-20
18756,66,1236,2.99,2017-02-15
18757,66,1907,2.99,2017-02-17
18758,66,2106,4.99,2017-02-17
18759,66,2571,2.99,2017-02-19
18760,66,2577,4.99,2017-02-19
18761,66,3334,3.99,2017-02-21
18762,66,3395,6.99,2017-02-21
18763,67,2064,3.99,2017-02-17
18764,67,2542,3.99,2017-02-19
18765,67,2810,0.99,2017-02-19
18766,67,3359,4.99,2017-02-21
18767,68,1828,5.99,2017-02-16
18768,68,1957,8.99,2017-02-17
18769,68,2633,2.99,2017-02-19
18770,68,2662,4.99,2017-02-19
18771,68,2686,2.99,2017-02-19
18772,69,1549,2.99,2017-02-16
18773,69,3358,4.99,2017-02-21
18774,70,2472,4.99,2017-02-18
18775,71,1873,2.99,2017-02-17
18776,71,2374,4.99,2017-02-18
18777,71,3345,5.99,2017-02-21
18778,72,2294,4.99,2017-02-18
18779,73,1669,0.99,2017-02-16
18780,73,2940,4.99,2017-02-20
18781,74,2498,1.99,2017-02-18
18782,74,2517,0.99,2017-02-18
18783,74,3020,1.99,2017-02-20
18784,74,3445,7.99,2017-02-21
18785,75,1920,4.99,2017-02-17
18786,75,2161,7.99,2017-02-17
18787,75,2738,4.99,2017-02-19
18788,75,3062,6.99,2017-02-20
18789,75,3210,4.99,2017-02-20
18790,76,1487,0.99,2017-02-15
18791,76,1791,6.99,2017-02-16
18792,76,2111,0.99,2017-02-17
18793,76,2397,1.99,2017-02-18
18794,76,2894,0.99,2017-02-20
18795,76,3416,0.99,2017-02-21
18796,77,1710,4.99,2017-02-16
18797,77,2354,3.99,2017-02-18
18798,77,2452,8.99,2017-02-18
18799,77,3151,2.99,2017-02-20
18800,77,3238,0.99,2017-02-21
18801,78,2207,2.99,2017-02-18
18802,78,2949,6.99,2017-02-20
18803,78,3248,7.99,2017-02-21
18804,79,3096,4.99,2017-02-20
18805,79,3178,2.99,2017-02-20
18806,80,2596,2.99,2017-02-19
18807,80,2805,8.99,2017-02-19
18808,80,3367,3.99,2017-02-21
18809,81,2714,1.99,2017-02-19
18810,81,2854,5.99,2017-02-19
18811,81,3229,4.99,2017-02-21
18812,82,1438,0.99,2017-02-15
18813,82,1570,0.99,2017-02-16
18814,82,2506,8.99,2017-02-18
18815,82,2819,8.99,2017-02-19
18816,82,3332,0.99,2017-02-21
18817,83,1354,5.99,2017-02-15
18818,83,1591,5.99,2017-02-16
18819,83,1617,3.99,2017-02-16
18820,83,3230,4.99,2017-02-21
18821,84,1195,0.99,2017-02-15
18822,84,1320,4.99,2017-02-15
18823,84,1815,0.99,2017-02-16
18824,84,2012,5.99,2017-02-17
18825,84,2042,0.99,2017-02-17
18826,84,2409,0.99,2017-02-18
18827,85,1685,1.99,2017-02-16
18828,85,2131,5.99,2017-02-17
18829,85,2794,0.99,2017-02-19
18830,85,3165,4.99,2017-02-20
18831,85,3307,1.99,2017-02-21
18832,85,3418,3.99,2017-02-21
18833,86,1640,4.99,2017-02-16
18834,86,1822,0.99,2017-02-16
18835,86,1924,2.99,2017-02-17
18836,86,2141,4.99,2017-02-17
18837,86,2518,4.99,2017-02-18
18838,86,3207,0.99,2017-02-20
18839,86,3270,4.99,2017-02-21
18840,87,1580,4.99,2017-02-16
18841,87,1904,2.99,2017-02-17
18842,87,2408,2.99,2017-02-18
18843,87,2516,4.99,2017-02-18
18844,87,3122,9.99,2017-02-20
18845,88,1433,2.99,2017-02-15
18846,88,2483,7.99,2017-02-18
18847,88,2878,2.99,2017-02-19
18848,89,1252,8.99,2017-02-15
18849,89,1407,7.99,2017-02-15
18850,89,1948,4.99,2017-02-17
18851,89,2523,0.99,2017-02-18
18852,89,2835,7.99,2017-02-19
18853,90,2033,0.99,2017-02-17
18854,90,2584,6.99,2017-02-19
18855,90,3132,0.99,2017-02-20
18856,91,1299,4.99,2017-02-15
18857,91,2457,3.99,2017-02-18
18858,91,2908,0.99,2017-02-20
18859,91,3384,2.99,2017-02-21
18860,92,2084,4.99,2017-02-17
18861,92,2521,0.99,2017-02-18
18862,92,2740,8.99,2017-02-19
18863,93,2256,4.99,2017-02-18
18864,93,3109,0.99,2017-02-20
18865,94,1213,2.99,2017-02-15
18866,94,1367,4.99,2017-02-15
18867,94,1734,3.99,2017-02-16
18868,94,2620,4.99,2017-02-19
18869,94,2816,2.99,2017-02-19
18870,95,1174,2.99,2017-02-14
18871,95,1261,1.99,2017-02-15
18872,95,3056,2.99,2017-02-20
18873,95,3426,0.99,2017-02-21
18874,96,1266,3.99,2017-02-15
18875,96,1413,7.99,2017-02-15
18876,96,1437,0.99,2017-02-15
18877,96,2372,0.99,2017-02-18
18878,96,2973,5.99,2017-02-20
18879,96,3308,0.99,2017-02-21
18880,96,3463,0.99,2017-02-21
18881,97,2083,2.99,2017-02-17
18882,97,2790,4.99,2017-02-19
18883,97,3459,0.99,2017-02-21
18884,98,1362,3.99,2017-02-15
18885,98,1590,5.99,2017-02-16
18886,98,2213,4.99,2017-02-18
18887,98,2445,0.99,2017-02-18
18888,98,2601,4.99,2017-02-19
18889,98,3399,4.99,2017-02-21
18890,99,1858,4.99,2017-02-16
18891,99,2368,2.99,2017-02-18
18892,100,1216,4.99,2017-02-15
18893,100,1340,3.99,2017-02-15
18894,100,1427,2.99,2017-02-15
18895,100,3468,6.99,2017-02-21
18896,102,1215,2.99,2017-02-15
18897,102,2419,8.99,2017-02-18
18898,103,1396,4.99,2017-02-15
18899,103,2118,0.99,2017-02-17
18900,103,2197,0.99,2017-02-18
18901,103,2724,0.99,2017-02-19
18902,104,1287,3.99,2017-02-15
18903,104,2107,0.99,2017-02-17
18904,104,2928,0.99,2017-02-20
18905,104,3273,2.99,2017-02-21
18906,105,1789,3.99,2017-02-16
18907,105,1991,3.99,2017-02-17
18908,105,2635,3.99,2017-02-19
18909,106,2295,4.99,2017-02-18
18910,106,3023,4.99,2017-02-20
18911,107,1243,2.99,2017-02-15
18912,107,2693,6.99,2017-02-19
18913,107,2860,4.99,2017-02-19
18914,107,2897,3.99,2017-02-20
18915,107,3033,3.99,2017-02-20
18916,107,3120,0.99,2017-02-20
18917,107,3174,0.99,2017-02-20
18918,108,1372,4.99,2017-02-15
18919,108,1425,2.99,2017-02-15
18920,108,2061,8.99,2017-02-17
18921,108,2210,2.99,2017-02-18
18922,108,3116,4.99,2017-02-20
18923,109,1581,2.99,2017-02-16
18924,109,1891,3.99,2017-02-17
18925,109,2198,6.99,2017-02-18
18926,109,2679,5.99,2017-02-19
18927,109,3076,5.99,2017-02-20
18928,110,1528,8.99,2017-02-15
18929,111,1593,6.99,2017-02-16
18930,111,1974,2.99,2017-02-17
18931,111,1999,1.99,2017-02-17
18932,111,2297,4.99,2017-02-18
18933,111,3087,2.99,2017-02-20
18934,111,3333,2.99,2017-02-21
18935,112,1835,4.99,2017-02-16
18936,112,1930,2.99,2017-02-17
18937,112,2193,4.99,2017-02-18
18938,112,3018,2.99,2017-02-20
18939,113,2077,4.99,2017-02-17
18940,113,2282,2.99,2017-02-18
18941,113,2783,2.99,2017-02-19
18942,113,3004,0.99,2017-02-20
18943,113,3124,8.99,2017-02-20
18944,113,3162,6.99,2017-02-20
18945,114,2059,2.99,2017-02-17
18946,114,2680,7.99,2017-02-19
18947,114,3094,2.99,2017-02-20
18948,114,3144,5.99,2017-02-20
18949,115,1361,0.99,2017-02-15
18950,115,1515,2.99,2017-02-15
18951,115,3289,6.99,2017-02-21
18952,116,1332,0.99,2017-02-15
18953,116,1533,0.99,2017-02-15
18954,116,1762,4.99,2017-02-16
18955,116,1913,4.99,2017-02-17
18956,116,2639,4.99,2017-02-19
18957,116,2861,3.99,2017-02-19
18958,117,1755,2.99,2017-02-16
18959,117,3218,2.99,2017-02-21
18960,118,1766,4.99,2017-02-16
18961,118,2217,0.99,2017-02-18
18962,118,3263,4.99,2017-02-21
18963,119,1179,7.99,2017-02-14
18964,119,2009,2.99,2017-02-17
18965,119,3388,5.99,2017-02-21
18966,120,1374,3.99,2017-02-15
18967,120,1820,4.99,2017-02-16
18968,120,1932,2.99,2017-02-17
18969,120,2169,4.99,2017-02-17
18970,120,2803,9.99,2017-02-19
18971,120,3133,2.99,2017-02-20
18972,121,1634,2.99,2017-02-16
18973,121,1833,1.99,2017-02-16
18974,122,1211,0.99,2017-02-15
18975,122,1442,7.99,2017-02-15
18976,122,2240,3.99,2017-02-18
18977,122,2253,0.99,2017-02-18
18978,122,2482,4.99,2017-02-18
18979,122,2595,4.99,2017-02-19
18980,122,2834,1.99,2017-02-19
18981,123,1490,4.99,2017-02-15
18982,123,1751,0.99,2017-02-16
18983,123,1775,4.99,2017-02-16
18984,123,1951,0.99,2017-02-17
18985,123,2594,2.99,2017-02-19
18986,124,2336,1.99,2017-02-18
18987,125,1481,2.99,2017-02-15
18988,125,2355,3.99,2017-02-18
18989,125,2826,7.99,2017-02-19
18990,125,3118,4.99,2017-02-20
18991,126,3450,2.99,2017-02-21
18992,127,1293,4.99,2017-02-15
18993,127,1803,2.99,2017-02-16
18994,127,2412,3.99,2017-02-18
18995,128,2519,7.99,2017-02-18
18996,128,2565,0.99,2017-02-19
18997,129,1732,0.99,2017-02-16
18998,129,2727,3.99,2017-02-19
18999,129,2768,0.99,2017-02-19
19000,129,2795,4.99,2017-02-19
19001,129,3183,4.99,2017-02-20
19002,129,3219,3.99,2017-02-21
19003,130,1630,2.99,2017-02-16
19004,130,1864,2.99,2017-02-17
19005,130,2163,2.99,2017-02-17
19006,130,2292,2.99,2017-02-18
19007,130,2535,2.99,2017-02-19
19008,130,2982,6.99,2017-02-20
19009,131,1646,9.99,2017-02-16
19010,131,1768,4.99,2017-02-16
19011,132,1843,0.99,2017-02-16
19012,132,2208,4.99,2017-02-18
19013,132,2384,0.99,2017-02-18
19014,132,2608,2.99,2017-02-19
19015,132,2924,4.99,2017-02-20
19016,132,3121,4.99,2017-02-20
19017,133,1522,3.99,2017-02-15
19018,133,2665,7.99,2017-02-19
19019,133,3006,0.99,2017-02-20
19020,133,3365,0.99,2017-02-21
19021,134,1618,9.99,2017-02-16
19022,134,1784,0.99,2017-02-16
19023,134,1881,0.99,2017-02-17
19024,134,3267,5.99,2017-02-21
19025,135,1272,0.99,2017-02-15
19026,135,1671,1.99,2017-02-16
19027,135,2941,2.99,2017-02-20
19028,136,2104,2.99,2017-02-17
19029,137,2469,6.99,2017-02-18
19030,137,2785,2.99,2017-02-19
19031,137,3058,3.99,2017-02-20
19032,137,3436,5.99,2017-02-21
19033,138,1316,0.99,2017-02-15
19034,138,2038,0.99,2017-02-17
19035,138,2731,7.99,2017-02-19
19036,139,1169,2.99,2017-02-14
19037,139,1736,2.99,2017-02-16
19038,139,2659,0.99,2017-02-19
19039,139,2718,7.99,2017-02-19
19040,140,1586,4.99,2017-02-16
19041,140,1687,2.99,2017-02-16
19042,140,2332,6.99,2017-02-18
19043,140,3171,0.99,2017-02-20
19044,141,1242,7.99,2017-02-15
19045,141,2895,7.99,2017-02-20
19046,141,3434,4.99,2017-02-21
19047,142,1268,1.99,2017-02-15
19048,142,3214,2.99,2017-02-20
19049,143,1898,1.99,2017-02-17
19050,143,1942,4.99,2017-02-17
19051,143,2251,3.99,2017-02-18
19052,143,2574,0.99,2017-02-19
19053,143,2588,4.99,2017-02-19
19054,144,1814,5.99,2017-02-16
19055,144,1943,0.99,2017-02-17
19056,144,2756,4.99,2017-02-19
19057,144,3019,4.99,2017-02-20
19058,144,3145,2.99,2017-02-20
19059,144,3321,2.99,2017-02-21
19060,145,2271,4.99,2017-02-18
19061,145,2614,0.99,2017-02-19
19062,146,1209,7.99,2017-02-15
19063,146,1724,1.99,2017-02-16
19064,146,2099,2.99,2017-02-17
19065,146,2242,3.99,2017-02-18
19066,146,2342,2.99,2017-02-18
19067,146,2800,0.99,2017-02-19
19068,146,3131,4.99,2017-02-20
19069,147,2171,0.99,2017-02-17
19070,147,2456,6.99,2017-02-18
19071,147,2859,2.99,2017-02-19
19072,147,3011,5.99,2017-02-20
19073,148,1501,1.99,2017-02-15
19074,148,1517,6.99,2017-02-15
19075,148,2751,3.99,2017-02-19
19076,148,2843,3.99,2017-02-19
19077,148,2847,5.99,2017-02-19
19078,149,1521,2.99,2017-02-15
19079,149,1800,2.99,2017-02-16
19080,149,1996,6.99,2017-02-17
19081,149,2194,4.99,2017-02-18
19082,149,2305,5.99,2017-02-18
19083,149,2383,7.99,2017-02-18
19084,149,2752,0.99,2017-02-19
19085,150,3187,1.99,2017-02-20
19086,150,3456,5.99,2017-02-21
19087,151,2474,2.99,2017-02-18
19088,151,2947,2.99,2017-02-20
19089,151,3017,3.99,2017-02-20
19090,151,3089,0.99,2017-02-20
19091,151,3390,2.99,2017-02-21
19092,152,2882,4.99,2017-02-19
19093,153,2224,0.99,2017-02-18
19094,153,2649,0.99,2017-02-19
19095,153,2893,4.99,2017-02-20
19096,153,2945,5.99,2017-02-20
19097,154,1963,0.99,2017-02-17
19098,154,2886,4.99,2017-02-20
19099,154,2985,2.99,2017-02-20
19100,155,1519,1.99,2017-02-15
19101,155,1554,7.99,2017-02-16
19102,155,2028,7.99,2017-02-17
19103,155,2869,4.99,2017-02-19
19104,155,3405,4.99,2017-02-21
19105,156,2089,9.99,2017-02-17
19106,156,2221,0.99,2017-02-18
19107,156,2658,4.99,2017-02-19
19108,156,2782,0.99,2017-02-19
19109,157,2340,0.99,2017-02-18
19110,158,1380,0.99,2017-02-15
19111,158,1790,4.99,2017-02-16
19112,158,2035,6.99,2017-02-17
19113,158,3203,8.99,2017-02-20
19114,159,1695,0.99,2017-02-16
19115,159,2572,0.99,2017-02-19
19116,160,2314,4.99,2017-02-18
19117,160,2465,2.99,2017-02-18
19118,160,2873,2.99,2017-02-19
19119,161,1856,2.99,2017-02-16
19120,161,3075,3.99,2017-02-20
19121,162,1339,4.99,2017-02-15
19122,162,2366,0.99,2017-02-18
19123,162,2547,4.99,2017-02-19
19124,162,3040,0.99,2017-02-20
19125,162,3180,0.99,2017-02-20
19126,163,1265,4.99,2017-02-15
19127,163,2000,2.99,2017-02-17
19128,163,2110,7.99,2017-02-17
19129,163,2536,5.99,2017-02-19
19130,163,2994,6.99,2017-02-20
19131,163,3179,0.99,2017-02-20
19132,164,1713,4.99,2017-02-16
19133,164,2589,2.99,2017-02-19
19134,164,3082,8.99,2017-02-20
19135,165,2013,3.99,2017-02-17
19136,165,3195,2.99,2017-02-20
